travessa_Horizontal 	carga 	tempo
0,000932561761146644	0,0359824752807617	0,109999999403954
0,00125693111385772	0,0487494049072266	0,129999995231628
0,00162184653618169	0,0644784545898437	0,150000005960464
0,00198676207219251	0,0806040954589844	0,170000001788139
0,00243276986111596	0,0999173049926758	0,189999997615814
0,00291932383333915	0,119941879272461	0,209999993443489
0,00344642398886208	0,144048675537109	0,230000004172325
0,00401407032768475	0,171254364013672	0,25
0,00462226262243348	0,199485824584961	0,270000010728836
0,00518990918862983	0,229266845703125	0,28999999165535
0,00575755530007882	0,259835723876953	0,310000002384186
0,00632520186627517	0,287265808105469	0,330000013113022
0,0069333941610239	0,319580718994141	0,349999994039536
0,00758213263907237	0,354540222167969	0,370000004768372
0,00831196393846767	0,393426818847656	0,389999985694885
0,00912288669496775	0,436486450195313	0,409999996423721
0,0100554489108617	0,486185760498047	0,430000007152557
0,0109069178506616	0,537381408691406	0,449999988079071
0,0117178415166563	0,585871704101563	0,469999998807907
0,0124071266327519	0,627299682617187	0,490000009536743
0,0130964108393528	0,665987121582031	0,509999990463257
0,0138667883220478	0,70669189453125	0,529999971389771
0,0147588034451474	0,750825378417969	0,550000011920929
0,0157724571181461	0,775122131347656	0,569999992847443
0,0166644731507404	0,830483276367188	0,589999973773956
0,0173943044501357	0,875855651855469	0,610000014305115
0,0180430433829315	0,91383837890625	0,629999995231628
0,0187323275895324	0,948579284667969	0,649999976158142
0,0194621588889277	0,987018920898438	0,670000016689301
0,0202730825549224	1,0301513671875	0,689999997615814
0,0211245514947223	1,07773291015625	0,709999978542328
0,0219760204345221	1,12530224609375	0,730000019073486
0,0227058517339174	1,16848596191406	0,75
0,0233545906667132	1,20784362792969	0,769999980926514
0,024003329599509	1,24288635253906	0,790000021457672
0,0246520685323048	1,27729418945313	0,810000002384186
0,0253818998317001	1,31644970703125	0,829999983310699
0,0261928216787055	1,35975744628906	0,850000023841858
0,0270037453447003	1,40644311523438	0,870000004768372
0,0277741219179006	1,44900671386719	0,889999985694885
0,0284228608506965	1,48589086914062	0,910000026226044
0,0289905074168928	1,5193251953125	0,930000007152557
0,0295581539830891	1,549865234375	0,949999988079071
0,0301258005492855	1,57967980957031	0,970000028610229
0,0308150847558863	1,61486352539062	0,990000009536743
0,0315854631480761	1,65470532226562	1,00999999046326
0,032355837902287	1,69749328613281	1,02999997138977
0,0331667615682818	1,74245947265625	1,04999995231628
0,0338560457748827	1,78292041015625	1,07000005245209
0,0344236941600684	1,81509924316406	1,0900000333786
0,0349913389072753	1,84604968261719	1,11000001430511
0,0355995325662661	1,87694519042969	1,12999999523163
0,036248271499062	1,91051928710938	1,14999997615814
0,0369781009794679	1,95074401855469	1,16999995708466
0,0377484793716576	1,99344677734375	1,19000005722046
0,0385188577638473	2,035259765625	1,21000003814697
0,0392081419704482	2,07482836914062	1,23000001907349
0,0398163319914602	2,11101879882813	1,25
0,040424525650451	2,14304711914063	1,26999998092651
0,0410327193094417	2,17601684570313	1,28999996185303
0,0417220035160426	2,21081616210938	1,30999994277954
0,0424923819082323	2,25180981445313	1,33000004291534
0,0433033019362483	2,29488525390625	1,35000002384186
0,0440736803284381	2,33867236328125	1,37000000476837
0,0447629645350389	2,37805639648438	1,38999998569489
0,0453711581940297	2,41109912109375	1,4099999666214
0,0459388029412366	2,44340405273438	1,42999994754791
0,0465875418740325	2,47692333984375	1,45000004768372
0,0472768260806333	2,51127124023437	1,47000002861023
0,048006659199018	2,54971313476563	1,49000000953674
0,0488175828650128	2,5918623046875	1,50999999046326
0,0495879576192237	2,63558544921875	1,52999997138977
0,0503177907376084	2,67601611328125	1,54999995231628
0,0509259807586204	2,71135131835937	1,57000005245209
0,0514936291438062	2,74328564453125	1,5900000333786
0,052101822802797	2,77430834960938	1,61000001430511
0,0527911070093978	2,81013500976563	1,62999999523163
0,0535614817636088	2,84992749023438	1,64999997615814
0,0543318601557985	2,89226928710938	1,66999995708466
0,0550616896362044	2,93420556640625	1,69000005722046
0,0556698832951952	2,97234326171875	1,71000003814697
0,0562375316803809	3,00380029296875	1,73000001907349
0,0568051764275879	3,03466552734375	1,75
0,0574133700865787	3,06655004882813	1,76999998092651
0,0580621090193745	3,10179614257813	1,78999996185303
0,0587919384997804	3,139740234375	1,80999994277954
0,0595623168919701	3,18020336914062	1,83000004291534
0,060332691646181	3,224275390625	1,85000002384186
0,0610625211265869	3,26617626953125	1,87000000476837
0,0616707184235565	3,30216162109375	1,88999998569489
0,0621978178969584	3,33366943359375	1,9099999666214
0,0627654590061866	3,36327197265625	1,92999994754791
0,0633736563031562	3,3948828125	1,95000004768372
0,064022395235952	3,42919384765625	1,97000002861023
0,0647522247163579	3,46847875976563	1,99000000953674
0,0654820541967638	3,50909497070313	2,00999999046326
0,0662118836771697	3,5503955078125	2,02999997138977
0,0668606226099655	3,5883916015625	2,04999995231628
0,0674282709951513	3,62216723632813	2,0699999332428
0,0680364610161632	3,65367993164063	2,08999991416931
0,0686446583131328	3,6859228515625	2,10999989509583
0,0693339388817549	3,72298046875	2,13000011444092
0,0701043172739446	3,7628525390625	2,15000009536743
0,0709152445779182	3,80467016601563	2,17000007629395
0,0717261646059342	3,85021337890625	2,19000005722046
0,0724154524505138	3,89119360351562	2,21000003814697
0,0730236424715258	3,92590991210938	2,23000001907349
0,0736318324925378	3,95790307617188	2,25
0,0742805714253336	3,99111108398438	2,26999998092651
0,0749293103581294	4,02549389648437	2,28999996185303
0,0756996887503192	4,06485205078125	2,30999994277954
0,0764700671425089	4,10708740234375	2,32999992370605
0,0771998966229148	4,14923583984375	2,34999990463257
0,0778891844674945	4,1871962890625	2,36999988555908
0,0784568255767226	4,22037353515625	2,39000010490417
0,0790650228736922	4,25191552734375	2,41000008583069
0,0796326639829203	4,28181787109375	2,4300000667572
0,0803219518275	4,317669921875	2,45000004768372
0,0810517813079059	4,35509033203125	2,47000002861023
0,0818221597000957	4,396298828125	2,49000000953674
0,0825925380922854	4,43759619140625	2,50999999046326
0,0832818186609074	4,47787353515625	2,52999997138977
0,083890015957877	4,5124072265625	2,54999995231628
0,0844171154312789	4,541291015625	2,5699999332428
0,0849847638164647	4,572591796875	2,58999991416931
0,0856335027492605	4,6032607421875	2,60999989509583
0,0863227833178826	4,63926318359375	2,63000011444092
0,0870931617100723	4,678421875	2,65000009536743
0,0879040817380883	4,72208544921875	2,67000007629395
0,0885933695826679	4,76291015625	2,69000005722046
0,0892015596036799	4,79677001953125	2,71000003814697
0,0897286590770818	4,826248046875	2,73000001907349
0,0902963074622676	4,855830078125	2,75
0,0909044974832796	4,8863603515625	2,76999998092651
0,0915532364160754	4,9202646484375	2,78999996185303
0,0922830731724389	4,95609619140625	2,80999994277954
0,0930129026528448	4,996373046875	2,82999992370605
0,0937427321332507	5,03593994140625	2,84999990463257
0,0944320199778304	5,0728544921875	2,86999988555908
0,0949996610870585	5,10548193359375	2,89000010490417
0,0955673094722442	5,1364521484375	2,91000008583069
0,0961754994932562	5,1677724609375	2,9300000667572
0,096824238426052	5,2006357421875	2,95000004768372
0,0975540751824155	5,23553759765625	2,97000002861023
0,0983244462986477	5,2763779296875	2,99000000953674
0,0990948246908374	5,31710595703125	3,00999999046326
0,0997841125354171	5,3570849609375	3,02999997138977
0,100392302556429	5,38927197265625	3,04999995231628
0,100959950941615	5,4203388671875	3,0699999332428
0,101568140962627	5,4505009765625	3,08999991416931
0,102216879895423	5,4830439453125	3,10999989509583
0,102906167740002	5,5183955078125	3,13000011444092
0,103635997220408	5,55627880859375	3,15000009536743
0,104406375612598	5,59663427734375	3,17000007629395
0,105176754004788	5,63714990234375	3,19000005722046
0,105825485661626	5,6758876953125	3,21000003814697
0,106433682958595	5,70749365234375	3,23000001907349
0,107001331343781	5,73880322265625	3,25
0,107609521364793	5,76943408203125	3,26999998092651
0,108298801933415	5,8019140625	3,28999996185303
0,109028638689779	5,83900732421875	3,30999994277954
0,109799009806011	5,88025	3,32999992370605
0,110528846562374	5,92007568359375	3,34999990463257
0,111137036583386	5,95472119140625	3,36999988555908
0,111664136056788	5,9846953125	3,39000010490417
0,112231784441974	6,01198681640625	3,41000008583069
0,11279943282716	6,04132470703125	3,4300000667572
0,113448164483998	6,0726591796875	3,45000004768372
0,114178001240361	6,1087548828125	3,47000002861023
0,114948379632551	6,1479541015625	3,49000000953674
0,115759299660567	6,19069384765625	3,50999999046326
0,116448587505147	6,23058984375	3,52999997138977
0,117056777526159	6,26430224609375	3,54999995231628
0,117583876999561	6,295080078125	3,5699999332428
0,118151525384746	6,32317919921875	3,58999991416931
0,118759715405758	6,35286474609375	3,60999989509583
0,119449003250338	6,3875390625	3,63000011444092
0,120178832730744	6,42724072265625	3,65000009536743
0,12090866221115	6,46858642578125	3,67000007629395
0,12159795005573	6,50528173828125	3,69000005722046
0,122246681712568	6,54096826171875	3,71000003814697
0,122854879009537	6,57472607421875	3,73000001907349
0,123422520118766	6,6045458984375	3,75
0,124030717415735	6,6362158203125	3,76999998092651
0,124719997984357	6,6717744140625	3,78999996185303
0,125490376376547	6,71196923828125	3,80999994277954
0,126301296404563	6,75508056640625	3,82999992370605
0,127112230984494	6,79677978515625	3,84999990463257
0,127801511553116	6,8372470703125	3,86999988555908
0,128369152662344	6,86932080078125	3,89000010490417
0,128936808323488	6,89801318359375	3,91000008583069
0,129544991068542	6,92937939453125	3,9300000667572
0,130193730001338	6,96265185546875	3,95000004768372
0,130883025121875	6,99774072265625	3,97000002861023
0,13165338896215	7,03577099609375	3,99000000953674
0,132423767354339	7,0772431640625	4,01000022888184
0,133113062474877	7,11602001953125	4,03000020980835
0,133721245219931	7,15058935546875	4,05000019073486
0,134288900881074	7,1817119140625	4,07000017166138
0,134897083626129	7,21150390625	4,09000015258789
0,135545822558925	7,24460791015625	4,1100001335144
0,136275659315288	7,2803623046875	4,13000011444092
0,137046037707478	7,3221337890625	4,15000009536743
0,137816416099668	7,3625732421875	4,17000007629395
0,138546238304116	7,40247607421875	4,19000005722046
0,139154435601085	7,43662158203125	4,21000003814697
0,139722076710314	7,4662841796875	4,23000001907349
0,140289732371457	7,49633203125	4,25
0,140897915116511	7,5262294921875	4,26999998092651
0,141587210237049	7,5613916015625	4,28999996185303
0,142357588629238	7,5988037109375	4,30999994277954
0,143127967021428	7,6402294921875	4,32999992370605
